"PIN","age","sex","sexOrient","sexOrientText","gender","genderText","relStat","relStatText","raceAAPI","raceBlack","raceLatinx","raceNAAI","raceMENA","raceWhite","raceNA","religion","politics","international","poliDQVC","poliDQMC","poliDQSC","poliDQCent","poliDQSL","poliDQML","poliDQVL","ageDQ18","ageDQ19","ageDQ20","ageDQ21","ageDQ22","ageDQ23_25","ageDQ26plus","raceDQAAPI","raceDQBlack","raceDQLatinx","raceDQNAAI","raceDQMENA","raceDQWhite","religionDQ1","religionDQ2","religionDQ3","religionDQ4","religionDQ5","religionDQ6","religionDQ7","religionDQ8","religionDQ9","religionDQ10","religionDQ11","internationalDQDom","internationalDQInt","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","quarter"
"f24226608",21,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,6,8,7.5,6,8.5,6,9,6.5,8.5,5,5.5,2.5,7,8.5,5,5.5,5,5,5.5,6.5,6,6.5,5,7,4.5,4,0.5,4.5,6,5,"fall"
"f24616662",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,8,8.5,5,7,5.5,7,8.5,8,9.5,6.5,6.5,6.5,6.5,5.5,6.5,8.5,8.5,5,7,8,7,8.5,6.5,8.5,8,6.5,7.5,5.5,5,5,"fall"
"f24577972",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,1,NA,NA,2,5,0,0,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,NA,8,6.5,2.5,4,4,5,6.5,6.5,8,8,9.5,6,6,8.5,6.5,8,7.5,2,4.5,7,6,8,6.5,9,8.5,6.5,9,6,9,5.5,"winter"
"f2410450",18,0,3,NA,0,NA,1,"",NA,1,NA,NA,NA,NA,NA,2,4,0,0,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.5,9.5,4,8.5,7.5,5,8.5,6,10,9,6.5,8.5,5.5,5,5.5,6,8.5,5.5,6,9.5,5,8.5,5.5,9.5,9,5.5,7,4.5,7.5,5,"winter"
"f24363334",19,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,12,2,0,0,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,1,NA,1,1,1,7,10,7,6,7,6,7,6,6.5,6,5,5,5.5,5.5,6,6.5,10,6,6,8.5,6,5.5,4.5,6.5,5.5,5,4,5.5,5,5,"winter"
"f24223793",18,0,1,NA,0,NA,1,"",NA,1,NA,NA,NA,1,NA,11,6,0,0,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,7,6.5,5,5,5,7,8,6.5,7,6,2,5.5,6.5,7.5,5.5,7.5,7,5,6,4,8,9,5.5,6,5,1,5.5,5.5,7.5,"winter"
"f24655853",21,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,9,9,5,7,5,4.5,6,8,7,7.5,8,2,6,7.5,7,9,9.5,5,7,8.5,4.5,8,8,7,7.5,7,0,6.5,6,8,"winter"
"f24402331",21,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,NA,1,10,7,1,0,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,9,7.5,7,7.5,6,7,8,6.5,8.5,6.5,5,2,5.5,5.5,7.5,8,7.5,8.5,9,8,6.5,6.5,6,7.5,7.5,8,0,5.5,7,8,"winter"
"f24627858",20,0,1,NA,0,NA,1,"",NA,NA,1,1,NA,NA,NA,11,7,0,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,9,9.5,9,8.5,5,6,8,8.5,7,8,8,0.5,9.5,10,5,9.5,9.5,9.5,8,6,6,6.5,6.5,9.5,9.5,8.5,1.5,7,9.5,6,"winter"
"f24848147",18,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,9,6,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.5,9,5,7,9,8.5,7.5,8,7,6.5,8,0.5,7.5,5,5,7,8.5,3.5,5,9,5.5,5,6,6.5,5.5,5.5,0.5,6,4,5,"winter"
"f24792220",20,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,1,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,9,9,7,8,6.5,8,8,9,9,6,8,0.5,9.5,7.5,8.5,8.5,8.5,7.5,7,8,7,7.5,8.5,8,6,8.5,0,6.5,7,8,"winter"
"f2447103",18,0,3,NA,0,NA,1,"",NA,1,NA,NA,NA,NA,NA,1,6,0,0,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,5,3.5,1.5,1.5,3,4.5,8.5,5,3.5,2.5,5,3.5,6.5,5,2.5,1.5,5.5,4,4.5,4.5,7.5,6.5,6,4.5,0,8,2,7,7,6.5,"winter"
"f24762476",22,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,7,6,8,8,7.5,8,7,7.5,7.5,7,5,8,7.5,7.5,9,9,7.5,8.5,9.5,8.5,9.5,8.5,9.5,9,9,8,8,9.5,8.5,"winter"
"f24890021",19,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,9,7,0,0,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,8,8,6,8,5.5,7,7.5,7,7.5,7,6.5,5,6,7,7.5,7,9,8,8,8,7.5,9,6,9,6.5,6,5.5,7,5,7.5,"winter"
"f24707597",19,0,1,NA,0,NA,1,"",NA,NA,1,NA,NA,1,NA,9,6,0,0,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,7.5,7.5,6,7,5.5,7.5,7,8,7,8,6.5,3.5,7.5,6.5,8,8,7,8,8,7.5,6.5,7,7,7,8.5,6,4,5.5,6,7.5,"winter"
"f24696303",20,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,0,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,6.5,5,6.5,5.5,6.5,7,6,7,5,6,4.5,5.5,7,5.5,7,6,3.5,5.5,4,6,6,6.5,5.5,5,6,3.5,7,7,4.5,"winter"
"f24968184",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,1,3,0,0,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,5.5,10,5.5,8.5,7,7.5,6.5,8,6.5,5.5,8,5.5,10,6.5,9.5,5,9,4.5,10,10,9,7,7.5,9.5,7.5,9,6,8,8.5,8,"winter"
"f24263070",20,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,2,7,0,0,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,7,8,5.5,8,9.5,3,10,8,6.5,6.5,8,5,8,8.5,6.5,7.5,9.5,6,8.5,9.5,3.5,10,6,7,8.5,6,3.5,9.5,7,5.5,"winter"
"f24569609",22,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,0,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,6.5,8,6,7.5,5,8,7.5,8,9,7.5,8,3,7.5,8,9.5,6.5,7,8.5,9,4,5.5,7.5,7,4.5,4.5,7,3.5,6,6.5,5.5,"winter"
"f24253908",21,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,12,7,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,10,5,9,6,8.5,9,9,10,7.5,8,5,6.5,9.5,6,7.5,9,7.5,8.5,9,8.5,9,9,9.5,8,8.5,3.5,3,10,8.5,"winter"
"f24930645",18,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,9,7,1,0,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,5.5,5.5,5,7,5,6,7,6,7.5,5,6,2.5,5.5,5,6.5,5.5,8,7,5,4.5,6,8,6.5,7.5,6,5.5,0,7,5,8.5,"winter"
"f2444829",20,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,8,7,9.5,7,8.5,6.5,7,7.5,9,7.5,10,0,10,8,8,7.5,7,9.5,5,0.5,7,7.5,8,9,6.5,10,0,10,9.5,7,"winter"
"f24863445",20,0,3,NA,0,NA,1,"",NA,1,NA,NA,NA,1,NA,11,7,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,5,6,5,5,5,5.5,7,9,6,7,0,5,6,6,4,5.5,6.5,5,9,7.5,6.5,9,9,7.5,6.5,0,5,5.5,8,"winter"
"f24139249",22,0,1,NA,0,NA,2,"",NA,NA,NA,NA,NA,1,NA,5,7,0,0,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,6.5,4.5,4.5,6.5,5,8.5,6,6,8,5,6.5,3,3.5,7,6.5,6.5,6,3.5,9.5,8,10,7,6.5,6.5,6.5,7.5,5.5,7,8,6.5,"winter"
"f24180187",22,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,5,7,0,0,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,8.5,5.5,8,6.5,8,6,7,6,7.5,7.5,5,2.5,7,7,6.5,7,8,8.5,7,7.5,6.5,8.5,6.5,7.5,7,5,5,6.5,5.5,5,"winter"
"f24783827",21,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,1,NA,11,7,0,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,5.5,6.5,5.5,4,5,4.5,6.5,6,6.5,5,5,3,6,5.5,6.5,7,6.5,7,7,5.5,6,6.5,6,7,5,6,2.5,6,5,6,"winter"
"f24351596",21,0,1,NA,0,NA,1,"",NA,NA,NA,NA,1,1,NA,5,7,0,0,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,8.5,6.5,7.5,8,6.5,9,9.5,7.5,8,7,8.5,3.5,7.5,8.5,8,8,7,8.5,7,5,7,7.5,7.5,7.5,7.5,7.5,3.5,6.5,8,7.5,"winter"
"f24162892",19,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,1,0,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7.5,8,7,4.5,4,7,5.5,5.5,6,3,8,1,7,4.5,5.5,5.5,8.5,9,8,6,5.5,5.5,7,8,3,6.5,2,3.5,3,5,"winter"
"f24741978",20,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,1,4,0,0,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,7.5,5.5,7.5,7,8,6,8,7.5,6,7,7.5,6,8,7,7,7.5,5.5,7,7.5,7,6.5,7.5,7.5,7,6,7,5.5,7,7,"winter"
"f24525144",18,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,7,8,5,6.5,7.5,7.5,9,7.5,7.5,9.5,7.5,1.5,5,7.5,5,7,9,6,8.5,9.5,8.5,9.5,6.5,7.5,9.5,7.5,0,5,6.5,6.5,"winter"
"f2494091",22,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,7,1,0,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,7,6.5,8,7.5,7.5,9.5,8,9,7.5,7,1.5,7.5,9.5,8,8.5,8,8,8,8,6.5,10,9,9,9.5,6.5,0,7.5,9,9.5,"winter"
"f242391",20,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,7,0,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,7,7.5,9.5,8.5,5,7.5,7.5,9,10,5,7.5,4,8,6,7,8.5,8.5,10,7.5,7,7.5,7,8.5,9,5,8,2,8.5,6.5,8,"winter"
"f24799462",20,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,1,6,0,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,6,6.5,4,6.5,6.5,6.5,6,5,7.5,6.5,5.5,4,5.5,4.5,6,5.5,7.5,5,7.5,4,5,5.5,5,6.5,9,6,4,5,5.5,7,"winter"
"f24494886",18,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,0,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,6,5.5,7,6.5,7,6,6.5,6.5,6.5,5,7,5.5,3,8.5,7,8,4.5,6.5,8.5,10,5,6.5,7.5,10,5,6.5,6.5,3.5,10,"winter"
"f24777901",18,0,1,NA,0,NA,1,"",NA,NA,NA,NA,1,NA,NA,12,6,0,0,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,7,7.5,6,8.5,8,8,5.5,7.5,8,8.5,5.5,5,7.5,4,7.5,7.5,8,4.5,5.5,9.5,5.5,7,8,8,7.5,6,4,7,5,6,"winter"
"f24160249",22,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,7,6,1,0,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,7.5,8,8,7.5,8.5,8.5,7,9.5,8.5,9.5,10,3,6,5.5,8.5,7.5,10,9.5,7,10,6,6.5,9.5,7,8.5,9.5,4.5,7,5,9.5,"winter"
"f24342054",21,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,7,6,1,0,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,6.5,7.5,5.5,7,6,7,8,6,4,5,7,4,5.5,5,6.5,7,7.5,5.5,8,7.5,6,7.5,7,4,6,7,2.5,7,7.5,7,"winter"
"f24969419",22,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,7,6,1,0,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5.5,5,4,5.5,7,6,6,6.5,5.5,6,3.5,5,6,6,6.5,6,3,5.5,7,6,7,6.5,8.5,5.5,7,5,8,6.5,6.5,"winter"
"f24227040",20,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,9,6,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,6,7,5,6,7.5,7.5,6,7.5,7,6,7,5,7,6,7,7,7.5,5,8,8,8,5.5,7,7.5,7.5,6.5,5,7,6,7,"winter"
"f24814274",21,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,7.5,7.5,5,7,7,6.5,8,9,8,7,6,1.5,7,5.5,7,7.5,7,6,7.5,8,8,8,8.5,8,8,6.5,0,6,5,7.5,"winter"
"f2446105",22,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,4,0,0,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,9,7,6.5,8.5,7,7,8,7,7,10,10,0,5,8.5,6,9,7,4,5.5,6.5,7,7,6,6.5,6.5,9,1.5,6,8.5,5,"winter"
"f24434064",21,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,12,6,0,0,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6.5,7,8.5,6,7,5,7,7,6.5,2.5,5.5,6,4,6,5.5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7.5,"winter"
"f2479457",19,1,1,NA,2,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,6,6.5,5.5,6,5,5,6,6,6,5,5,4.5,6,5,5,6.5,7.5,5.5,5.5,8,7,7,6.5,7,4.5,5,0.5,7,5,5.5,"winter"
"f2445932",19,0,1,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,1,0,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,10,8.5,5,8,7.5,7,8,8.5,8.5,8,7,3.5,7.5,6.5,6.5,10,7.5,8.5,2.5,5,3.5,9,7,7,8.5,7,0,6,6,5,"winter"
"f24324705",23,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,2,6,0,0,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,8.5,8.5,5,8.5,8.5,7,6.5,8,8.5,6.5,8,5,8,7,8.5,7.5,7.5,7.5,6.5,9.5,6.5,7,7,8,8,6.5,3,4,7,8,"winter"
"f24807598",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,0,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6,8.5,3.5,5.5,5.5,6.5,6,8.5,6.5,6.5,5,1,7,6.5,5.5,5,9.5,3.5,6.5,7.5,8,7,9,7.5,6,4,1.5,8.5,6,6.5,"winter"
"f24299662",19,0,3,NA,0,NA,2,"",NA,NA,1,NA,NA,NA,NA,12,4,0,0,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.5,7,6,6,6,5.5,4.5,6,5.5,6,5,8,8,5,5,5,7,6,6,5.5,5.5,7.5,5.5,5.5,6.5,5,5.5,6,1,5,"winter"
"f24955710",21,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,0,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6.5,7,6,5.5,5.5,6,6.5,7.5,5.5,6,5,3.5,5.5,5.5,6,6.5,6,4.5,7,7.5,5,6,7,6,5.5,4.5,3,5.5,5.5,5.5,"winter"
"f24416224",24,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,1,5,0,0,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,6.5,7,5,5.5,6.5,8.5,5.5,6,6.5,7.5,7,5,6.5,6.5,6,6.5,7,5.5,4.5,9,9,6.5,7,7.5,7,6,5,6,6.5,5.5,"winter"
"f24469530",19,0,1,NA,0,NA,1,"",NA,NA,1,NA,NA,1,NA,2,7,0,0,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7.5,7,7.5,6,8.5,5.5,6.5,2,6.5,4,5.5,6.5,5.5,7,7.5,6,7.5,8.5,6.5,8,6.5,7,1.5,5.5,1.5,7,5.5,6,"winter"
"f24642410",21,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,12,6,0,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,8.5,7.5,7,8.5,7,7.5,8,7.5,9.5,7.5,7,4.5,7.5,7,8,9,7.5,7.5,8.5,7.5,7,8.5,7.5,9.5,7,7,5,7,6.5,7.5,"winter"
"f24426028",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,4,0,0,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,5.5,8,5,7,6,6,6,7,6,5,5,5,6,5,5,4,8,5.5,6,6,2.5,2.5,5.5,4,1.5,4,0,6.5,5,5.5,"winter"
"f24592274",20,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,1,4,0,0,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9.5,10,10,10,7.5,10,9,9.5,10,10,9.5,10,9.5,7,10,10,10,9.5,10,9.5,9.5,9,8.5,9.5,10,4.5,10,7.5,4.5,10,"winter"
"f24976312",19,1,3,NA,1,NA,1,"",1,NA,NA,NA,1,1,NA,1,4,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,6,7.5,5,6,5,8,8,6,6,7,6,5,6,5,5.5,7.5,7.5,7,7,5,8,7.5,6.5,6.5,6,5,5.5,5.5,6,"winter"
"f24801009",22,1,1,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,7,6,6,7.5,8.5,8.5,9,7,7.5,8.5,5,7,8.5,7,5,7.5,5,8,7.5,8.5,6.5,8,6.5,7.5,6.5,2.5,7,5.5,6,"winter"
"f2419309",18,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,7,0,0,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,6,5,5,5.5,5,5,7.5,6,7,6,5,5,5,5.5,5,6.5,5.5,5,3,4,2,5.5,7.5,6.5,7.5,4.5,6,4,4.5,2.5,"winter"
"f24498876",23,1,1,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,11,6,1,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,6,7.5,7.5,6.5,5,5.5,5.5,6.5,6,5.5,5,2,5,5,5,9.5,6,9.5,5,8.5,6.5,9,7,7.5,9,5,0.5,8.5,6.5,5,"winter"
"f24316671",20,0,1,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,10,6,0,0,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA,1,1,1,NA,5,5,7.5,6.5,5.5,6,5.5,6,6,2,5.5,3.5,6,5,5.5,6.5,5.5,8,6.5,8,5,7,6,5.5,3,7,0,6.5,5,5.5,"winter"
"f24480688",20,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,12,5,0,0,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,7.5,7,7.5,6,6,7,7,6,6.5,5,6,3.5,6.5,5.5,6,8,6.5,7,6.5,4.5,7,7,6.5,4,4,5,0.5,5.5,6,7,"winter"
"f24734101",20,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,0,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,7,5,6.5,8,6,7.5,7.5,7.5,9,5.5,8,2.5,6.5,5.5,6,6.5,4,5.5,8,8,8,7,8,8,6,6.5,2.5,7,4,7,"winter"
